iteration,before,after,diff
887,815152552,815152567,15
888,815152725,815152739,14
889,815152904,815152919,15
890,815153077,815153091,14
891,815153253,815153267,14
892,815153426,815153440,14
893,815153599,815153614,15
894,815153773,815153787,14
895,815153946,815153961,15
896,815154120,815154134,14
897,815154293,815154307,14
898,815154466,815154480,14
899,815154639,815154653,14
900,815154813,815154827,14
901,815154986,815155000,14
902,815155160,815155173,13
903,815155332,815155347,15
904,815155505,815155520,15
905,815155679,815155693,14
906,815155853,815155867,14
907,815156026,815156039,13
908,815156198,815156213,15
909,815156371,815156386,15
910,815156544,815156559,15
911,815156718,815156732,14
912,815156891,815156905,14
913,815157064,815157079,15
914,815160029,815160049,20
915,815160230,815160245,15
916,815160410,815160424,14
917,815160589,815160604,15
918,815160769,815160784,15
919,815160947,815160961,14
920,815161123,815161136,13
921,815161299,815161313,14
922,815161474,815161488,14
923,815161647,815161662,15
924,815161821,815161836,15
925,815161996,815162011,15
926,815162171,815162186,15
927,815162346,815162360,14
928,815162520,815162533,13
929,815162692,815162706,14
930,815162866,815162880,14
931,815163040,815163054,14
932,815163213,815163227,14
933,815163388,815163402,14
934,815163562,815163575,13
935,815163735,815163749,14
936,815163909,815163923,14
937,815164082,815164096,14
938,815164256,815164270,14
939,815164428,815164442,14
940,815164603,815164617,14
941,815164776,815164790,14
942,815164951,815164965,14
943,815165124,815165138,14
944,815165299,815165313,14
945,815165472,815165486,14
946,815165646,815165660,14
947,815165819,815165834,15
948,815165993,815166007,14
949,815166167,815166181,14
950,815166341,815166355,14
951,815166514,815166529,15
952,815166688,815166702,14
953,815166861,815166876,15
954,815167035,815167049,14
955,815167208,815167222,14
956,815167381,815167395,14
957,815167555,815167570,15
958,815167728,815167743,15
959,815167901,815167915,14
960,815168075,815168090,15
961,815168249,815168263,14
962,815168423,815168437,14
963,815168595,815168609,14
964,815168770,815168784,14
965,815168943,815168957,14
966,815169117,815169130,13
967,815169289,815169304,15
968,815169463,815169477,14
969,815169635,815169650,15
970,815169809,815169824,15
971,815169982,815169996,14
972,815170155,815170170,15
973,815170330,815170344,14
974,815170502,815170517,15
975,815170676,815170691,15
976,815170849,815170864,15
977,815171023,815171037,14
978,815171196,815171211,15
979,815171370,815171385,15
980,815171544,815171558,14
981,815171717,815171731,14
982,815171891,815171906,15
983,815172064,815172078,14
984,815172237,815172252,15
985,815172411,815172425,14
986,815172585,815172599,14
987,815172757,815172772,15
988,815172931,815172946,15
989,815173104,815173118,14
990,815173278,815173293,15
991,815173452,815173466,14
992,815173625,815173639,14
993,815173799,815173813,14
994,815173973,815173987,14
995,815174146,815174160,14
996,815174321,815174334,13
997,815174493,815174508,15
998,815174668,815174682,14
999,815174841,815174855,14
